"worm_name","A","B","C","D"
"N2_f1",0.44578313253012,0.289156626506024,0.168674698795181,0.0963855421686747
"N2_nf4",0.385542168674699,0.265060240963855,0.240963855421687,0.108433734939759
"N2_nf5",0.385542168674699,0.192771084337349,0.108433734939759,0.313253012048193
"tph1_f6",0.44578313253012,0.192771084337349,0.325301204819277,0.036144578313253
