"worm_name","A","B","C","D"
"N2_f1",0.421686746987952,0.36144578313253,0.132530120481928,0.0843373493975904
"N2_nf4",0.349397590361446,0.301204819277108,0.204819277108434,0.144578313253012
"N2_nf5",0.301204819277108,0.228915662650602,0.132530120481928,0.337349397590361
"tph1_f6",0.27710843373494,0.325301204819277,0.36144578313253,0.036144578313253
